G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yrsInLeague,ASG_Result
118,414,43,91,16,1,26,68,0,1,19,165,0,5,0,5,12,4,NO
137,381,57,110,19,2,12,70,3,0,44,82,1,9,0,6,6,2,NO
129,417,60,110,16,5,9,55,1,4,37,49,6,0,6,4,4,3,NO
105,352,24,88,9,0,10,37,0,0,27,26,3,2,4,2,13,8,NO
136,453,41,125,31,0,12,72,1,3,33,82,5,1,0,4,9,4,NO
143,533,67,155,33,1,18,77,1,1,57,75,4,6,2,5,14,9,NO
152,565,78,167,26,7,5,36,40,11,59,129,1,1,11,5,4,4,NO
133,351,48,102,15,1,0,23,12,4,51,64,3,2,5,5,8,8,NO
113,372,48,86,12,3,13,47,12,13,53,75,7,4,7,2,7,4,NO
124,372,46,92,22,1,9,50,0,0,44,48,7,1,8,2,10,0,NO
127,426,67,112,15,0,0,26,2,5,58,19,0,16,13,0,5,11,NO
142,464,46,119,16,4,3,37,22,9,32,53,3,2,10,5,8,1,NO
91,294,28,82,13,0,5,30,4,7,21,21,6,1,6,0,2,2,NO
151,592,78,162,36,10,11,82,7,7,48,88,6,5,6,3,15,3,NO
143,522,79,159,36,1,19,84,3,1,49,80,4,0,0,9,12,8,NO
111,299,36,73,21,2,5,26,1,0,14,51,1,0,2,1,11,9,NO
132,414,60,114,22,5,8,47,12,11,35,80,3,6,4,5,5,1,NO
131,373,45,83,20,3,8,36,11,7,38,87,2,18,5,2,8,3,NO
109,296,24,70,17,0,5,33,1,0,28,56,1,4,2,4,8,12,NO
145,524,52,137,23,4,9,64,1,3,52,105,6,7,4,3,10,7,NO
75,280,31,70,16,0,10,38,4,0,20,49,6,1,0,3,12,4,NO
134,378,50,86,13,1,24,56,4,3,51,151,3,2,0,4,5,4,NO
158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24,9,NO
95,307,30,67,16,2,2,20,7,3,24,47,3,1,9,1,3,1,NO
112,350,56,94,19,0,16,66,10,5,73,75,8,3,1,3,7,3,NO
151,554,86,152,29,1,23,88,11,4,56,70,0,1,2,3,16,11,NO
118,327,34,75,21,3,2,32,1,1,43,51,3,4,3,2,13,1,NO
137,418,48,113,23,7,13,61,21,8,47,85,5,1,1,3,2,3,NO
154,535,70,145,12,7,8,39,12,12,86,67,11,0,7,1,6,1,NO
100,250,24,61,10,1,6,34,4,4,33,42,1,5,2,3,5,4,NO
154,597,71,153,30,6,4,47,20,6,47,144,0,2,1,9,15,4,NO
136,450,31,100,16,0,9,52,1,3,34,78,8,1,6,9,11,7,NO
89,290,34,69,14,0,11,46,1,2,16,65,0,1,2,2,7,1,NO
134,437,54,121,34,1,4,56,1,2,17,44,0,16,8,0,11,5,NO
117,335,36,101,21,0,6,64,1,3,47,48,13,1,4,8,12,10,NO
135,358,60,91,18,5,20,56,6,1,30,100,2,3,1,2,6,1,NO
162,651,83,169,24,6,29,103,1,6,23,132,6,9,0,3,15,1,NO
88,284,31,61,11,5,8,25,1,2,27,80,1,6,0,1,7,1,NO
96,250,25,58,8,4,3,24,7,2,11,30,0,5,4,3,6,7,NO
112,348,50,77,24,1,4,19,19,6,42,95,0,4,4,0,3,9,NO
103,302,38,81,19,2,7,45,0,0,29,72,2,2,1,1,8,1,NO
129,499,69,144,28,6,4,45,42,22,66,96,3,4,1,2,10,0,NO
142,387,56,90,19,2,15,44,8,4,70,167,9,3,0,2,6,1,NO
113,361,54,94,9,0,17,58,0,0,21,37,4,0,1,8,9,8,NO
150,529,64,138,22,4,9,40,9,7,32,100,5,5,6,2,10,5,NO
106,287,40,63,16,2,16,43,0,2,27,116,0,3,0,3,6,5,NO
124,395,61,101,18,1,26,82,0,2,105,164,2,1,0,6,6,6,NO
134,476,67,114,29,7,22,57,5,5,41,163,0,3,0,3,14,2,NO
107,375,39,97,23,3,7,51,10,17,27,79,0,4,2,1,8,11,NO
122,278,33,86,16,2,4,38,2,4,45,58,0,0,2,2,11,0,NO
146,422,52,120,14,10,8,69,34,16,26,76,1,1,3,4,13,2,NO
142,528,82,165,32,4,16,80,7,5,50,76,5,5,5,6,12,8,NO
132,480,66,119,18,1,7,53,17,4,65,60,3,1,4,2,7,6,NO
105,387,49,115,18,6,6,57,2,3,16,31,1,9,2,4,9,3,NO
118,397,71,105,19,3,21,55,15,1,32,73,1,3,0,2,6,4,NO
157,602,117,198,48,1,29,120,4,0,79,76,6,7,0,7,24,3,NO
114,345,44,88,9,3,4,33,10,2,21,63,1,1,4,2,2,0,NO
91,265,36,68,11,3,2,20,21,4,14,58,1,7,4,1,5,1,NO
136,385,57,94,22,0,16,48,9,3,42,120,5,7,3,2,0,1,NO
138,379,61,100,20,2,12,37,15,3,31,125,3,11,2,4,1,1,NO
151,591,80,168,16,4,19,72,16,7,39,51,2,5,1,4,16,8,NO
114,335,42,84,23,1,6,39,5,1,24,82,2,1,4,2,4,5,NO
162,588,55,154,29,4,5,65,11,5,44,81,1,4,3,5,9,3,NO
130,414,50,95,11,5,1,38,14,8,36,27,2,6,4,5,6,4,NO
97,269,24,50,9,6,0,16,2,0,32,24,3,0,5,1,7,7,NO
132,489,49,105,17,0,18,59,6,5,23,134,1,2,0,4,11,3,NO
81,268,28,58,7,2,5,20,14,8,39,33,0,1,1,2,14,1,NO
157,578,77,156,30,5,13,69,16,5,32,116,3,21,5,4,17,4,NO
96,369,41,97,27,0,4,38,0,0,27,18,0,3,3,2,6,5,NO
129,416,36,109,18,5,3,51,4,6,27,66,4,3,2,3,7,4,NO
123,404,38,82,16,0,7,45,10,5,56,63,6,2,2,2,14,8,NO
100,296,35,76,10,2,7,40,3,6,37,36,5,0,4,3,10,1,NO
151,526,54,120,17,1,13,71,1,0,42,119,7,2,4,3,13,3,NO
151,461,44,121,20,7,4,50,9,3,40,49,7,0,1,3,5,5,NO
160,616,75,161,31,9,16,72,7,6,63,140,1,3,6,6,14,4,NO
116,446,52,123,12,3,0,38,11,9,16,52,0,4,10,4,17,6,NO
157,558,68,161,28,6,8,47,11,8,17,54,0,1,7,1,10,1,NO
140,405,51,118,19,5,7,70,6,6,30,41,8,5,2,4,10,5,NO
146,450,54,123,27,0,10,60,2,1,58,53,4,0,3,8,18,3,NO
108,271,51,65,11,3,14,32,5,3,59,74,0,13,1,1,2,9,NO
133,368,49,88,20,3,6,36,13,9,17,77,1,1,9,2,8,11,NO
156,532,37,126,12,8,0,36,3,5,30,50,10,1,6,3,14,3,NO
123,368,36,96,15,2,4,40,2,0,25,56,2,0,9,5,8,1,NO
159,573,86,157,18,2,13,68,26,15,102,96,7,2,22,3,12,2,NO
121,392,62,122,23,5,5,46,4,8,16,41,2,1,5,6,14,11,NO
149,519,66,133,22,3,11,59,1,1,51,83,8,5,7,2,11,4,NO
132,526,74,145,27,2,5,35,35,9,17,92,0,2,1,7,6,2,NO
129,380,46,86,9,3,16,54,0,3,58,69,10,2,0,3,6,3,NO
110,326,25,72,4,3,7,21,11,5,18,92,4,2,1,0,9,3,NO
105,309,44,83,16,7,4,33,2,3,20,83,0,6,5,2,6,2,NO
100,264,23,59,8,3,1,14,1,2,20,21,6,2,0,3,5,7,NO
114,403,41,105,24,4,4,37,1,0,37,56,3,0,2,7,10,6,NO
114,329,33,64,11,2,1,15,24,3,22,25,6,0,15,3,5,1,NO
131,335,53,82,13,2,2,12,30,12,42,100,0,2,3,0,5,1,NO
128,441,59,136,24,15,2,44,60,14,33,41,0,9,6,3,0,9,NO
146,455,64,102,14,2,20,66,5,1,83,81,12,1,0,4,13,1,NO
112,378,61,112,17,5,8,41,15,4,27,63,2,2,1,2,12,8,NO
147,522,69,153,30,2,11,61,8,5,35,74,5,2,10,5,12,3,NO
101,381,41,102,13,9,6,36,4,5,18,52,3,1,7,2,3,2,NO
85,278,22,67,10,1,1,32,1,4,15,53,3,0,7,1,10,4,NO
115,326,24,66,14,0,6,28,0,1,40,87,5,4,3,0,6,1,NO
114,323,22,70,13,3,9,34,0,0,18,34,11,0,0,0,8,7,NO
122,359,51,94,12,1,21,49,5,3,27,66,2,2,3,3,5,6,NO
116,431,64,108,21,1,31,76,2,0,58,149,6,9,1,6,6,11,NO
136,489,74,156,33,1,13,67,1,2,24,93,5,7,1,3,17,6,NO
92,328,49,89,8,8,3,14,24,12,20,59,3,2,0,0,3,1,NO
71,258,39,65,14,2,3,25,7,4,24,52,1,7,4,2,4,6,NO
85,258,33,59,7,2,10,33,3,0,14,50,1,0,0,3,7,9,NO
153,567,77,136,28,3,20,64,26,8,30,149,2,4,2,3,15,2,NO
126,415,38,106,14,1,2,34,2,1,36,39,8,1,6,5,14,7,NO
120,344,44,85,16,1,18,46,9,1,34,104,0,1,2,1,4,8,NO
133,419,59,101,18,3,19,51,21,7,49,112,5,5,3,2,8,1,NO
134,449,57,122,28,1,9,50,0,1,54,74,0,8,0,8,12,7,NO
118,347,43,105,20,1,4,48,2,2,36,31,6,4,1,2,12,7,NO
156,587,77,124,18,6,0,27,28,7,37,37,5,2,22,1,11,1,NO
101,334,34,79,11,5,3,31,5,6,23,50,3,5,1,2,4,4,NO
132,505,85,124,19,7,13,47,31,2,46,120,1,5,6,1,7,2,NO
113,318,42,74,7,1,17,42,0,2,40,99,3,1,2,1,7,2,NO
83,289,30,75,20,1,10,48,0,0,25,65,3,1,1,1,12,8,NO
119,275,34,61,15,2,8,22,9,2,15,64,0,2,5,2,3,4,NO
121,399,38,95,20,0,10,55,0,1,25,50,4,4,2,4,16,4,NO
89,270,22,56,11,0,5,25,3,1,18,57,0,3,6,2,7,7,NO
159,632,89,161,35,2,15,70,14,6,61,131,1,1,2,7,12,5,NO
126,385,37,103,23,0,7,48,1,0,39,42,6,4,0,3,11,5,NO
152,549,58,136,27,2,11,54,21,7,26,103,1,8,8,4,5,4,NO
86,264,20,68,16,1,4,30,1,1,14,62,0,2,0,4,8,4,NO
101,283,29,76,8,1,7,31,0,1,34,26,12,2,1,2,9,3,NO
154,529,41,136,19,1,1,29,1,0,29,54,12,0,4,2,14,2,NO
160,601,120,174,45,4,31,110,14,7,93,141,6,11,0,6,10,2,NO
130,382,54,119,23,1,13,58,1,1,36,31,5,0,0,4,8,11,NO
162,651,84,158,32,4,35,105,13,5,39,112,8,8,2,5,6,6,NO
117,342,42,106,21,0,11,58,4,4,40,72,4,5,2,3,6,1,NO
150,495,64,124,18,3,15,48,4,6,47,118,3,8,4,2,9,7,NO
157,549,81,129,13,1,26,62,3,1,81,77,3,3,0,0,12,3,NO
79,290,44,78,14,2,3,37,11,2,26,27,0,1,2,2,9,4,NO
156,548,73,139,26,4,7,44,6,1,33,58,1,3,3,1,11,2,NO
147,535,60,142,23,2,4,44,5,3,39,48,6,6,1,2,19,3,NO
114,326,41,93,21,3,7,36,2,3,20,46,1,2,2,2,4,3,NO
118,391,60,109,13,5,11,39,13,11,24,48,2,1,3,2,8,4,NO
95,299,41,77,15,0,11,34,1,2,27,60,0,1,1,1,5,5,NO
127,346,32,93,21,0,4,42,5,6,18,29,1,2,7,9,5,3,NO
115,348,37,88,16,2,2,27,2,1,3,45,1,1,11,0,9,2,NO
135,445,55,98,14,0,21,67,3,1,51,154,1,5,0,3,9,6,NO
113,364,43,100,15,1,9,43,3,5,51,50,9,3,1,4,4,10,NO
142,507,77,139,23,2,14,50,5,10,70,99,5,2,4,2,12,2,NO
97,296,35,77,11,1,12,47,0,0,23,47,0,4,0,2,21,9,NO
107,283,33,86,18,0,4,27,1,1,32,37,1,5,6,3,7,7,NO
134,532,65,145,29,0,14,65,3,2,24,93,4,6,0,0,18,1,NO
130,464,50,131,31,5,7,57,0,4,36,78,4,3,0,3,5,6,NO
90,272,35,65,6,3,5,20,2,1,30,61,0,3,2,0,7,4,NO
74,259,54,73,2,5,6,26,25,11,43,47,0,0,2,1,6,5,NO
81,256,28,78,14,2,6,37,0,1,15,28,2,0,1,2,9,4,NO
157,631,91,168,33,6,24,72,32,9,45,168,7,5,5,1,7,4,NO
103,263,27,67,9,2,2,30,0,2,21,31,1,2,3,1,8,7,NO
132,432,54,109,21,0,22,62,1,1,25,66,3,8,2,4,7,5,NO
156,589,92,168,38,3,19,63,62,18,79,174,4,2,5,4,7,3,NO
125,433,70,130,17,6,3,46,22,8,25,44,1,2,2,4,13,2,NO
145,449,55,120,32,3,4,39,1,3,51,87,7,5,7,3,11,5,NO
142,414,48,113,16,2,1,23,27,21,16,32,0,2,14,0,7,1,NO
88,254,26,64,10,0,4,38,3,0,13,50,1,1,5,4,9,4,NO
101,260,28,69,11,1,5,20,0,1,11,34,1,1,3,0,5,8,NO
154,581,96,167,37,5,29,97,30,4,71,137,16,5,3,10,5,6,NO
107,380,55,97,19,0,17,49,4,2,39,99,1,9,0,2,5,3,NO
152,562,71,152,18,2,8,44,12,8,54,60,5,0,2,1,11,7,NO
155,620,64,175,41,7,5,50,10,3,33,40,3,4,2,3,15,3,NO
117,377,51,100,25,4,5,45,6,6,31,43,0,3,7,4,7,9,NO
103,323,31,88,15,0,4,33,0,0,40,67,4,0,0,0,9,8,NO
89,265,30,47,12,0,5,22,1,0,15,75,0,4,3,1,6,6,NO
157,587,83,156,30,9,10,65,13,7,60,109,3,2,0,5,24,1,NO
149,516,64,139,25,1,17,57,11,6,82,62,8,2,0,6,8,9,NO
126,389,38,94,18,4,11,46,6,4,34,78,10,0,1,4,6,3,NO
145,457,75,135,26,2,14,66,12,5,78,91,12,1,3,4,6,9,NO
108,319,31,76,13,2,0,24,1,4,24,25,6,0,2,3,11,8,NO
162,588,118,170,48,4,31,110,36,14,106,137,11,1,0,9,13,5,NO
121,340,33,102,19,0,1,36,0,0,43,32,9,1,3,3,4,3,NO
131,407,68,108,24,4,11,52,3,2,47,78,8,2,0,7,5,3,NO
145,449,85,94,18,3,41,80,7,2,75,196,1,8,0,0,3,2,NO
93,265,26,56,16,1,6,33,0,1,36,57,1,1,1,3,4,7,NO
129,336,34,78,14,0,6,25,7,2,18,64,0,2,5,1,13,7,NO
122,492,87,142,30,3,14,63,14,2,42,38,1,8,8,4,16,5,NO
156,534,59,142,26,0,5,56,7,5,56,50,3,2,12,4,14,3,NO
124,416,43,108,19,12,5,51,3,5,33,103,2,3,0,1,6,1,NO
78,288,42,74,16,5,7,29,3,2,25,53,0,1,5,3,4,0,NO
115,427,50,131,19,4,16,61,1,2,24,41,8,4,2,3,14,9,NO
148,480,51,123,23,2,5,33,4,1,16,57,0,2,9,2,10,7,NO
136,513,78,156,22,7,5,27,33,21,65,70,3,2,3,2,15,6,NO
101,366,39,96,18,1,10,47,3,1,32,121,5,3,0,3,9,1,NO
150,543,60,129,28,4,12,60,9,0,60,100,5,3,5,8,4,1,NO
95,336,43,69,9,3,0,26,30,7,50,35,0,1,13,2,7,6,NO
112,373,59,101,25,0,9,50,0,0,41,89,5,5,2,2,10,1,NO
155,600,59,174,27,0,9,69,4,0,41,80,2,4,0,6,21,8,NO
90,343,34,95,23,0,13,46,0,0,32,48,2,2,0,1,12,5,NO
134,502,82,142,31,6,23,74,9,11,32,96,1,3,11,5,10,3,NO
138,415,51,109,14,2,4,29,3,4,43,60,4,14,5,5,9,6,NO
120,480,69,137,16,5,3,35,19,11,44,62,2,2,7,2,9,0,NO
141,500,70,127,27,5,8,59,20,4,40,70,1,6,8,3,10,7,NO
154,608,84,158,29,1,34,111,8,0,53,121,2,1,0,8,27,5,NO
125,422,47,100,25,1,13,55,4,4,25,28,3,1,3,3,12,3,NO
108,333,17,91,17,0,0,18,2,0,29,34,1,2,2,1,10,10,NO
107,287,32,69,11,0,3,36,3,4,42,54,7,1,3,1,10,4,NO
136,529,60,132,11,4,2,35,12,14,20,36,0,3,11,1,6,1,NO
154,594,67,163,33,3,7,70,13,9,46,24,10,1,5,6,11,4,NO
107,288,26,69,8,1,3,22,2,3,26,46,1,3,3,1,12,6,NO
142,461,44,122,26,1,6,38,7,4,55,23,9,1,4,2,13,7,NO
112,311,32,63,10,0,17,39,0,0,30,92,4,0,5,2,9,5,NO
109,370,43,106,14,5,3,30,4,3,9,43,1,2,0,0,16,1,NO
133,434,44,114,11,0,5,50,5,9,25,63,2,3,8,4,6,2,NO
82,272,23,54,16,1,11,38,0,0,30,78,1,5,0,4,4,3,NO
128,388,59,98,16,7,5,37,22,8,69,65,3,8,4,2,4,9,NO
107,270,41,66,15,0,16,41,2,0,36,50,4,8,0,1,7,10,NO
132,517,68,157,28,1,5,39,0,3,40,67,0,3,3,4,21,9,NO
106,310,33,68,20,1,5,20,2,1,54,56,4,2,2,1,6,2,NO
86,296,35,80,19,0,11,47,0,0,19,78,3,2,0,3,6,2,NO
110,306,40,78,13,2,3,38,1,3,34,56,1,1,2,3,11,6,NO
140,530,72,144,30,1,31,83,2,4,31,136,4,1,0,1,18,1,NO
115,315,39,78,11,1,14,45,4,2,43,70,4,1,2,1,5,7,NO
113,283,27,63,9,3,2,26,6,8,25,36,4,0,4,1,10,2,NO
126,416,44,99,20,1,3,45,5,7,15,38,0,6,5,3,13,4,NO
131,458,71,123,19,5,6,60,17,5,37,58,2,3,7,6,8,2,NO
125,485,60,128,17,7,2,23,31,2,50,36,0,3,2,2,9,5,NO
112,280,21,69,19,0,5,39,0,0,19,62,2,3,2,4,10,9,NO
131,368,29,74,12,2,8,44,2,1,52,58,8,2,1,1,4,6,NO
76,257,29,67,23,0,12,33,1,2,29,58,3,3,0,0,7,8,NO
144,487,71,147,27,2,11,49,1,4,74,62,3,5,1,3,13,3,NO
148,558,73,149,23,9,6,39,76,17,34,89,0,1,4,0,8,2,NO
72,267,25,76,21,1,4,30,6,0,9,44,2,4,0,3,5,0,NO
134,483,77,129,29,1,17,72,23,6,61,70,2,3,2,7,10,3,NO
75,260,34,78,20,3,4,30,2,2,15,40,0,0,0,2,6,8,NO
143,524,80,148,14,4,1,35,66,22,39,79,0,2,21,1,3,5,NO
133,332,33,87,17,0,3,42,0,2,21,63,0,2,9,2,10,10,NO
151,542,70,123,24,5,28,82,2,5,61,95,4,4,1,3,13,2,NO
93,294,32,78,15,0,0,30,1,1,14,35,1,3,1,0,14,4,NO
159,501,40,116,21,3,3,51,0,1,39,94,5,1,10,3,10,10,NO
127,493,90,134,31,3,17,58,5,3,38,104,0,2,2,2,5,2,NO
120,343,32,88,15,1,4,50,0,1,23,37,4,1,1,6,8,8,NO
102,299,48,94,17,1,13,52,3,1,31,50,3,7,1,4,8,8,NO
110,324,45,90,27,1,13,45,0,0,27,78,1,1,2,2,10,0,NO
156,631,105,200,25,7,16,76,24,8,70,98,2,6,4,0,19,12,NO
142,513,71,151,31,4,24,81,1,0,45,68,0,2,1,3,19,2,NO
85,253,20,66,12,1,4,21,5,7,28,31,8,0,5,2,5,2,NO
157,600,93,181,32,5,28,89,6,4,43,77,3,7,5,3,27,5,NO
136,520,78,154,40,2,13,74,4,4,44,102,1,6,0,2,13,8,NO
114,438,91,123,19,3,19,61,13,5,95,105,3,2,0,3,8,12,NO
119,276,44,75,15,4,13,52,1,0,37,66,1,5,1,2,1,10,NO
93,319,22,80,16,1,1,31,2,1,36,40,2,1,3,1,8,0,NO
138,470,68,120,27,6,6,37,28,6,62,108,2,3,4,2,7,4,NO
114,380,51,99,25,2,4,30,8,9,31,46,0,12,7,0,5,7,NO
153,532,85,161,34,1,4,35,2,2,52,69,2,0,1,1,4,4,NO
152,575,80,167,28,4,10,69,14,5,35,105,7,7,1,5,19,2,NO
88,323,36,85,8,5,0,25,18,3,29,19,0,2,4,0,10,14,NO
64,251,23,73,15,0,4,32,0,2,9,18,1,3,0,4,8,15,NO
114,359,40,101,20,1,5,54,4,2,26,46,1,1,7,5,10,2,NO
127,353,41,88,18,2,9,38,6,5,31,60,3,14,6,3,6,5,NO
116,425,67,119,22,3,12,58,13,4,65,53,5,2,0,2,13,3,NO
154,524,53,124,24,5,8,53,5,4,58,62,2,1,3,2,12,1,NO
74,265,41,82,20,1,15,58,0,0,19,82,0,3,0,0,7,2,NO
84,283,34,66,12,0,9,34,0,2,22,97,1,1,3,1,3,2,NO
137,393,58,106,25,1,21,74,6,7,70,73,2,9,5,0,7,6,NO
136,492,44,113,20,2,16,57,2,10,12,95,1,0,11,4,18,4,NO
137,406,64,99,14,4,27,77,0,1,53,117,5,6,2,4,10,4,NO
106,350,48,91,15,3,1,36,4,5,50,22,1,2,5,4,10,1,NO
104,376,45,113,17,0,18,58,0,3,19,86,0,3,0,2,14,5,NO
109,319,32,73,15,2,6,25,3,3,28,43,0,3,0,1,6,6,NO
87,258,33,68,11,0,2,23,1,2,13,31,0,0,4,4,7,6,NO
127,371,46,91,17,1,14,53,3,3,21,50,1,1,2,7,12,1,NO
112,376,63,109,19,7,10,37,17,11,58,99,0,2,5,1,8,4,NO
133,435,52,114,19,0,13,61,5,7,62,68,7,1,2,5,12,11,NO
91,282,40,71,12,1,7,28,4,4,25,98,0,2,3,2,2,0,NO
134,384,47,94,24,2,15,61,4,3,27,83,1,2,1,6,5,7,NO
148,555,76,169,37,1,25,97,2,1,39,103,2,9,0,4,14,8,NO
73,307,53,105,14,8,13,40,33,6,14,59,0,1,0,2,1,1,NO
135,397,54,103,12,1,21,62,1,2,77,81,8,1,2,5,4,7,NO
90,355,46,110,21,4,7,42,17,4,15,57,2,2,3,2,8,0,NO
129,474,86,142,25,1,24,82,22,8,65,154,4,4,1,4,14,3,NO
93,296,30,68,15,1,11,36,1,0,31,58,2,4,0,3,9,2,NO
78,250,22,57,8,0,3,33,4,0,30,42,1,0,4,2,6,0,NO
158,560,89,161,31,6,26,96,8,6,66,83,6,1,5,9,9,3,NO
145,524,79,148,21,6,25,76,32,17,53,64,8,13,4,4,12,5,NO
141,504,82,147,35,4,24,78,0,2,58,128,3,3,1,4,12,2,NO
131,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,9,NO
132,296,44,67,16,1,18,59,0,0,29,86,0,2,0,1,10,5,NO
100,304,48,82,16,0,20,67,2,0,34,46,5,5,1,6,6,7,NO
128,386,32,90,7,4,0,30,3,6,29,44,3,1,12,0,5,3,NO
148,515,57,136,26,2,8,58,14,9,42,104,1,1,8,4,5,3,NO
108,366,32,82,18,0,5,27,0,0,44,33,1,2,1,4,12,8,NO
113,381,43,110,28,1,4,44,13,2,52,92,8,2,1,3,6,4,NO
122,379,40,100,11,7,0,30,1,0,30,32,10,2,6,6,4,3,NO
113,416,41,110,24,0,14,68,2,0,33,121,3,4,0,4,5,6,NO
141,452,50,120,17,6,3,41,14,9,52,95,4,1,3,3,10,5,NO
137,435,40,98,27,0,17,57,2,3,54,133,1,3,0,3,8,9,NO
156,583,68,176,46,5,10,82,1,4,13,43,2,4,8,7,25,3,NO
132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9,5,NO
109,266,33,69,13,0,11,36,5,1,35,44,0,1,1,3,3,3,NO
105,308,54,70,20,0,2,20,25,11,46,49,1,2,7,2,2,5,NO
117,252,34,56,5,1,0,15,3,1,21,27,0,1,8,2,8,6,NO
121,364,39,86,21,2,12,43,3,3,27,106,4,9,1,2,11,2,NO
108,293,39,81,16,0,8,42,5,6,30,71,7,4,0,2,3,0,NO
89,291,39,70,11,1,3,28,8,5,10,62,0,4,8,0,4,2,NO
154,571,90,148,37,3,23,79,5,1,88,94,6,6,0,2,11,7,NO
110,358,54,82,9,2,15,54,4,2,46,100,3,1,3,7,7,4,NO
108,377,52,109,18,0,25,83,1,0,47,95,7,1,0,4,10,3,NO
105,352,32,83,14,2,6,37,1,3,21,72,1,1,2,1,7,5,NO
123,451,66,127,22,6,15,78,7,1,16,62,6,1,9,6,3,5,NO
137,580,92,167,38,7,12,48,27,8,47,92,1,7,3,1,12,5,NO
117,446,53,124,19,0,14,71,0,2,19,64,0,6,1,10,14,7,NO
138,523,93,138,37,3,17,82,6,1,88,177,1,5,1,3,8,7,NO
144,558,74,157,28,9,13,71,4,9,51,87,0,8,5,5,10,6,NO
106,265,26,68,12,0,8,30,3,6,29,39,2,1,1,2,13,6,NO
150,553,54,134,26,3,3,38,7,2,41,97,7,1,5,1,16,6,NO
113,254,49,66,17,3,3,26,12,4,53,54,0,11,5,2,1,4,NO
127,430,52,113,22,3,16,58,2,3,9,103,4,7,3,3,9,4,NO
131,392,60,96,11,7,13,51,29,7,45,128,8,3,0,5,3,2,NO
141,516,75,135,24,8,10,44,14,11,32,94,2,1,6,0,8,7,NO
99,387,52,108,22,1,22,68,14,4,40,78,2,1,0,4,10,0,NO
152,549,58,136,20,4,10,56,1,2,47,89,2,2,23,3,11,2,NO
105,383,47,122,14,3,5,37,10,3,17,13,2,1,3,1,13,3,NO
123,320,29,78,16,1,4,32,0,1,17,68,0,7,9,3,9,3,NO
100,318,42,71,16,0,15,33,0,3,55,102,4,9,0,2,1,3,NO
109,309,38,88,14,3,4,30,8,4,33,36,0,0,2,2,7,4,NO
111,379,48,91,20,0,10,46,7,6,57,76,1,0,2,3,9,5,NO
133,400,46,105,14,9,2,30,13,7,35,52,0,4,4,5,4,5,NO
133,478,62,120,24,4,16,53,1,2,50,85,4,15,5,3,14,4,NO
88,332,44,72,12,9,7,29,10,5,25,91,2,6,2,2,4,5,NO
152,556,51,140,27,3,13,68,4,4,16,63,3,2,0,10,16,6,NO
103,369,69,100,19,3,4,21,36,10,51,59,0,8,3,0,9,4,NO
140,443,51,117,21,3,2,50,9,6,35,68,3,1,12,3,3,4,NO
121,412,57,112,24,1,7,46,7,2,38,78,1,2,4,5,13,5,NO
153,506,56,140,17,2,15,53,14,7,36,100,9,1,2,3,10,1,NO
90,259,25,57,8,0,0,17,9,1,28,54,0,1,13,0,2,2,NO
150,539,84,141,36,1,22,78,3,2,100,131,12,10,1,9,13,3,NO
142,421,50,115,19,1,14,59,12,3,15,108,3,11,1,2,8,2,NO
162,664,103,180,27,6,19,73,43,9,69,132,3,5,2,0,7,3,NO
121,360,50,98,19,10,6,42,6,5,17,51,3,3,2,4,5,6,NO
103,371,46,99,22,1,5,24,5,1,28,56,2,4,1,4,10,4,NO
134,439,63,121,23,3,10,60,7,7,18,86,0,16,3,7,9,4,NO
124,416,53,105,20,0,15,52,2,2,33,58,4,4,0,2,10,9,NO
86,316,32,78,12,2,0,20,7,7,17,10,0,1,14,3,2,11,NO
133,471,69,130,29,8,13,69,6,8,57,63,8,6,1,6,16,5,NO
106,308,35,87,17,5,6,33,3,1,23,45,0,5,5,0,6,3,NO
152,591,106,184,28,14,5,50,47,20,63,42,2,1,8,3,8,4,NO
125,312,30,74,6,5,3,21,20,9,28,72,3,0,1,4,1,1,NO
104,338,51,118,14,1,5,44,1,0,35,21,4,0,4,4,9,0,NO
116,396,46,93,17,2,22,53,10,4,30,158,0,5,1,2,3,1,NO
113,325,35,72,15,1,7,36,1,0,26,51,6,5,3,1,12,7,NO
133,427,70,111,29,0,24,61,4,3,61,104,2,12,0,2,11,5,NO
120,456,79,134,14,2,2,22,41,18,39,54,0,0,5,2,4,9,NO
129,402,51,94,28,3,17,48,1,5,30,89,2,15,1,2,8,5,NO
99,320,45,83,15,0,12,49,1,0,51,86,3,10,0,3,7,8,NO
104,420,59,125,28,3,13,54,1,1,42,51,3,4,0,5,11,6,NO
155,638,101,192,35,1,8,86,20,4,44,64,0,5,3,11,12,10,NO
125,325,43,82,19,4,5,34,10,9,19,57,3,5,3,5,8,4,NO
137,455,62,127,21,3,6,53,3,3,30,56,0,0,0,4,15,6,NO
77,270,21,55,12,0,4,28,2,0,17,60,2,6,0,2,12,10,NO
142,509,52,131,19,2,18,66,3,5,28,100,0,3,3,6,12,4,NO
116,400,52,107,22,2,2,25,9,5,38,42,0,5,7,1,13,0,NO
146,494,84,140,34,6,20,100,2,3,89,106,8,4,1,6,4,8,NO
116,381,32,91,16,2,2,23,3,3,19,32,2,1,7,6,15,7,NO
